title,main_genre,belongs_to_collection,budget,revenue,production_companies,vote_average,popularity,runtime,cast_size,crew_size,cast_tr_rev,director_tr_rev,production_company_tr_roi,English,title_length,rel_month,rel_year
Spider-Man,Fantasy,True,139.0,821.7085509999998,2.0,6.8,29.413341,121.0,71,126,1689.357301,114.76264800000001,1.677502525688626,True,10,May,2002
The Star,War,False,1.3,0.809,2.0,5.0,0.321524,97.0,6,5,0.0,0.0,0.0,False,7,May,2002
Unfaithful,Thriller,False,50.0,119.137784,4.0,6.3,8.96839,124.0,12,26,2315.087892,717.842077,1.58760111497006,True,10,May,2002
Star Wars: Episode II - Attack of the Clones,Adventure,True,120.0,649.398328,1.0,6.4,14.072511,142.0,42,20,2317.271834,1842.152565,11.14237229457162,True,36,May,2002
The Spanish Apartment,Drama,True,5.3,3.897799,1.0,7.0,5.94395,122.0,20,11,179.04821800000002,0.0,1.0,False,19,May,2002
Insomnia,Crime,False,46.0,113.71483,3.0,6.8,11.424974,118.0,25,40,4690.345333,39.771578000000005,1.0,True,8,May,2002
Enough,Drama,False,38.0,51.801187,1.0,6.2,6.6812869999999975,114.0,25,64,689.6441799999999,617.206528,1.87345576,True,6,May,2002
Spirit: Stallion of the Cimarron,Other,False,80.0,122.563539,2.0,7.4,16.724836,83.0,15,25,1696.548156,0.0,2.8263076335714286,True,28,May,2002
The Sum of All Fears,Thriller,True,68.0,193.0,5.0,5.9,9.268136,124.0,21,135,3557.85077,189.66431599999999,3.276135697708457,True,16,May,2002
Undercover Brother,Action,False,25.0,41.604473,1.0,5.5,5.00725,86.0,11,13,324.864418,34.57378,3.3460871897631184,True,17,May,2002
Bad Company,Action,False,70.0,65.977295,3.0,5.4,9.540021,116.0,17,24,1640.7431550000001,1140.174009,2.978855662202381,True,10,June,2002
The Legend of Bhagat Singh,Drama,False,3.0,6.0,,7.2,0.904409,155.0,10,2,6.0,0.0,1.0,False,22,June,2002
Windtalkers,Drama,False,115.0,77.628265,2.0,5.8,7.455875,134.0,10,35,1821.737463,1025.2968859999999,1.0,True,11,June,2002
Scooby-Doo,Mystery,True,84.0,275.650703,3.0,5.4,8.592825999999999,88.0,11,118,531.7572270000001,337.60718299999996,4.07122550909091,True,10,June,2002
The Bourne Identity,Action,True,60.0,214.034224,5.0,7.3,21.040126,119.0,51,147,1677.985955,32.957543999999984,3.337834970618094,True,17,June,2002
Minority Report,Action,False,102.0,358.37292599999995,7.0,7.1,20.666063,145.0,23,156,3973.894553,5644.340269,2.75634745,True,14,June,2002
Lilo & Stitch,Animation,True,80.0,145.771527,2.0,7.1,18.469238,85.0,11,33,38.316857,0.0,2.9567906090184377,True,11,June,2002
Mr. Deeds,Comedy,False,50.0,171.26953500000005,4.0,5.6,6.674356,96.0,13,12,1379.4483650000002,17.689177,2.389841039188958,True,8,June,2002
Halloween: Resurrection,Horror,True,13.0,37.664855,1.0,4.5,8.502529,94.0,30,6,910.945546,36.913684,1.9900275118169313,True,22,July,2002
The Powerpuff Girls Movie,Animation,False,10.0,11.411644,3.0,5.6,5.024458999999999,77.0,8,17,158.77604399999998,0.0,0.11145740625,True,22,July,2002
Men in Black II,Action,True,140.0,441.818803,4.0,6.1,16.775716,88.0,23,147,4514.352126999999,1186.6584709999997,1.8925669030256693,True,12,July,2002
Reign of Fire,Adventure,False,60.0,43.061982,5.0,6.0,13.067306,101.0,15,122,1173.229255,192.04857600000003,19.439106133333333,True,11,July,2002
Road to Perdition,Thriller,False,80.0,181.001478,3.0,7.3,13.426684,117.0,32,117,4576.742025,356.2966009999999,2.805162548672566,True,15,July,2002
Stuart Little 2,Family,True,120.0,169.956806,2.0,5.4,9.274909,78.0,14,10,2825.04223,300.135367,1.9540499543137166,True,13,July,2002
K-19: The Widowmaker,Drama,False,100.0,35.168966,6.0,6.1,7.718723,138.0,29,15,6874.955409,91.60037899999998,3.2711772175886686,True,18,July,2002
Austin Powers in Goldmember,Comedy,True,63.0,296.655431,5.0,5.9,8.786653,94.0,114,144,1180.4059589999997,717.956263,2.4135803629844776,True,24,July,2002
Martin Lawrence Live: Runteldat,Comedy,False,3.0,19.184015,,5.0,0.527297,113.0,1,10,532.8559909999999,0.0,1.0,True,28,August,2002
Antikiller,Action,True,5.0,0.340312,,4.8,0.191539,113.0,14,3,0.0,0.0,1.0,False,10,August,2002
Signs,Drama,False,72.0,408.247917,3.0,6.4,11.211568,106.0,15,88,4059.2562799999996,920.924413,1.0,True,5,August,2002
Full Frontal,Comedy,False,2.0,2.506446,3.0,4.8,2.1866830000000004,96.0,17,21,360.713258,995.442831,3.767591236886235,True,11,August,2002
Blood Work,Crime,False,50.0,26.199517,2.0,6.1,5.852263,110.0,18,33,2779.884304,1023.1759139999999,4.67192870791428,True,9,August,2002
Spy Kids 2: The Island of Lost Dreams,Action,True,38.0,119.723358,1.0,5.3,7.164130999999999,100.0,28,64,975.817621,241.50048199999998,2.0524322570399045,True,30,August,2002
Blue Crush,Adventure,True,25.0,51.842679,4.0,5.6,6.4557379999999975,104.0,15,18,348.84314900000004,16.929122999999997,2.5158910330062945,True,9,August,2002
FearDotCom,Horror,False,40.0,18.902015,8.0,3.2,5.160215,101.0,20,63,299.76196400000003,40.846082,1.0,True,10,August,2002
xXx,Action,True,70.0,277.448382,3.0,5.8,12.722381,124.0,20,139,2247.9758359999996,580.284692,1.9325155028483982,True,3,August,2002
The Adventures of Pluto Nash,Action,False,100.0,7.103973,4.0,4.4,8.903754,95.0,14,9,3554.765955,244.19533099999995,1.9285218694915252,True,24,August,2002
Serving Sara,Comedy,False,29.0,16.930185,1.0,5.0,10.16841,100.0,7,10,333.907601,110.18599999999998,3.223358418883399,True,11,August,2002
One Hour Photo,Horror,False,12.0,52.223306,2.0,6.6,10.753445,96.0,24,39,3751.9282670000002,0.0,0.9937868745649384,True,12,August,2002
Undisputed,Action,True,20.0,12.398628,2.0,6.1,13.35278,96.0,21,3,1185.298806,458.29722799999996,3.7611057459170913,True,10,August,2002
Frida,Drama,False,12.0,56.298474,4.0,7.3,11.283472,123.0,14,27,244.973956,0.0,3.682120498440611,True,5,August,2002
Ken Park,Drama,False,1.3,0.447741,4.0,5.7,12.630419,97.0,13,16,0.0,0.0,1.0,True,7,August,2002
Far from Heaven,Drama,False,13.5,29.02791400000001,1.0,6.9,10.107519,107.0,10,14,1684.4648220000001,1.6633120000000012,1.0,True,13,September,2002
Naqoyqatsi,Documentary,True,3.0,0.013308,4.0,6.1,2.850011,89.0,0,9,,2.3131160000000004,3.697123334628655,True,10,September,2002
City By The Sea,Crime,False,40.0,22.433915,5.0,5.7,3.903016000000002,108.0,8,2,2324.104588,203.832153,0.3566257380952382,True,12,September,2002
Swimfan,Drama,False,8.5,34.41124,5.0,5.0,8.421411,84.0,32,110,136.80694,0.0,3.536977545121572,True,7,September,2002
The Four Feathers,War,False,35.0,29.882645,6.0,6.5,6.894153,132.0,49,15,483.81353499999994,82.151041,3.2108798897787265,True,15,September,2002
Moonlight Mile,Romance,False,21.0,10.01105,5.0,6.4,14.074906,117.0,16,16,2253.105383,486.613308,0.17466666666666666,True,13,September,2002
Phone Booth,Thriller,False,13.0,97.837138,1.0,6.7,9.142772,81.0,10,12,1123.723198,1206.151304,1.2577061794871796,True,10,September,2002
Igby Goes Down,Comedy,False,9.0,4.777465,1.0,6.5,5.536107,97.0,15,13,2322.5459969999997,0.0,4.448756950834792,True,12,September,2002
Trapped,Action,False,30.0,6.916869,3.0,5.8,5.781667,106.0,15,15,1655.4027550000003,216.214906,0.2852357559930783,True,7,September,2002
Men with Brooms,Comedy,False,7.5,4.24587,,4.6,1.418177,102.0,12,1,244.391404,0.0,1.0,True,13,September,2002
Ballistic: Ecks vs. Sever,Action,False,70.0,19.924033,6.0,4.3,9.094558,91.0,5,15,1329.92451,0.0,0.5163026666666666,True,22,September,2002
The Pianist,Drama,False,35.0,120.072577,16.0,8.1,14.811594,150.0,74,45,99.584565,142.93990399999998,1.0643402303756604,True,10,September,2002
Sweet Home Alabama,Comedy,False,30.0,180.622424,1.0,6.1,8.587129,108.0,16,35,273.9172659999999,95.18719999999999,2.9815108979676483,True,16,September,2002
Mondays in the Sun,Drama,False,4.0,0.146402,11.0,7.0,2.061389,113.0,11,13,10.060092,0.0,5.49261970504667,False,15,September,2002
Red Dragon,Crime,True,78.0,209.196298,2.0,6.7,2.968157,124.0,15,9,2870.454928,591.7126659999999,3.3405048577817507,True,9,September,2002
Boat Trip,Comedy,False,20.0,8.586376,2.0,4.7,6.515316,94.0,13,30,560.25606,0.0,0.9267938518518519,True,8,October,2002
The Transporter,Action,True,21.0,43.928932,4.0,6.6,13.217421,92.0,14,24,86.71083200000001,0.0,1.0,True,14,October,2002
Possession,Drama,False,25.0,10.113733,3.0,6.5,4.439325,102.0,20,9,1615.697864,4.710749,0.45624629268292693,True,10,October,2002
Brown Sugar,Comedy,False,8.0,27.362712,,7.0,3.142874,109.0,22,2,131.30619000000002,25.059640000000005,1.0,True,10,October,2002
Bowling for Columbine,Documentary,False,4.0,35.564473,7.0,7.3,11.393859,120.0,21,23,7.4264420000000015,7.604545999999999,0.07232182278481017,True,19,October,2002
Swept Away,Comedy,False,10.0,0.598645,3.0,4.8,3.492576,89.0,6,16,636.9945990000001,87.45544100000001,0.3258333023255814,True,9,October,2002
Tuck Everlasting,Drama,False,15.0,19.158074,1.0,6.4,5.951492,90.0,8,1,605.9939340000001,0.0,2.8847956851985743,True,15,October,2002
Abandon,Drama,False,25.0,10.719357,3.0,4.6,3.485213,99.0,14,3,324.73196799999994,0.0,3.197507550770477,True,7,October,2002
Auto Focus,Drama,False,7.0,2.062066,3.0,6.1,7.936578,104.0,23,6,2139.3866519999997,37.34195,12.70539388235294,True,9,October,2002
The Ring,Horror,True,48.0,249.348933,3.0,6.5,13.740965,115.0,15,131,24.34500300000002,270.262422,2.7790424969915763,True,7,October,2002
Jackass: The Movie,Documentary,True,5.0,64.282312,4.0,6.1,14.095586,87.0,32,15,0.0,0.0,3.186333054657737,True,16,October,2002
Punch-Drunk Love,Comedy,False,25.0,17.0,3.0,6.9,6.7539690000000006,95.0,25,15,1019.067982,91.77595600000001,1.9788777083464415,True,15,October,2002
Ghost Ship,Horror,False,35.0,68.349884,5.0,5.3,13.955376,91.0,11,105,326.928991,0.0,1.78340607734375,True,9,October,2002
I Spy,Action,False,70.0,33.561137,1.0,5.2,10.404277,97.0,9,10,3749.0428679999995,335.687404,2.7502434244906535,True,4,October,2002
28 Days Later,Horror,True,5.0,82.71988499999998,2.0,7.1,17.656951,113.0,22,36,0.0,160.547953,1.0,True,11,October,2002
The Santa Clause 2,Fantasy,True,65.0,172.855065,3.0,5.5,5.205729,104.0,13,37,1191.54329,0.0,2.8759081983714894,True,15,October,2002
The Twilight Samurai,Action,True,5.0,7.338986999999999,1.0,7.5,4.281103,129.0,15,16,8.690428999999998,0.0,1.0,False,18,November,2002
Femme Fatale,Thriller,False,35.0,16.838910000000002,2.0,6.2,6.426438,114.0,19,20,899.609701,991.6425669999999,0.4604776970740104,True,11,November,2002
8 Mile,Drama,False,41.0,215.0,2.0,6.8,8.374355,110.0,19,92,159.30130099999997,215.49976399999997,2.5039907759234232,True,5,November,2002
Harry Potter and the Chamber of Secrets,Adventure,True,100.0,876.688482,3.0,7.4,29.741452,161.0,61,141,2929.4266500000003,2472.998266,7.811804400000001,True,33,November,2002
Die Another Day,Adventure,True,140.0,431.971116,1.0,5.8,12.996474,133.0,21,7,2334.414575,150.691981,4.130812268955651,True,13,November,2002
The Quiet American,Drama,False,30.0,27.674124,3.0,6.5,8.230447,101.0,42,15,1580.0120510000002,790.3133,3.636337711272705,True,16,November,2002
Friday After Next,Comedy,True,20.0,33.526835,1.0,6.0,5.794821,85.0,12,12,601.5999449999999,0.0,2.4867397536189584,True,15,November,2002
Treasure Planet,Adventure,False,140.0,109.578115,2.0,7.2,16.141913,95.0,28,39,118.22405200000001,1017.68787,2.870840608356689,True,14,November,2002
Extreme Ops,Action,False,40.0,10.959475,3.0,5.0,2.947411,93.0,10,17,235.044982,50.206866,3.194132409695402,True,10,November,2002
Solaris,Drama,False,47.0,30.002758,2.0,5.9,10.642824,99.0,13,55,1461.768083,997.949277,3.538068413374004,True,7,November,2002
Analyze That,Comedy,True,60.0,55.003135,6.0,5.7,9.927412,96.0,10,15,3503.515566,451.730256,1.7879160935361218,True,11,December,2002
Empire,Action,False,4.0,18.591272,1.0,6.4,2.148655,90.0,11,2,1153.598889,0.0,3.582482714222054,True,6,December,2002
House of Fools,Drama,False,2.5,0.057862,,5.7,0.8706450000000001,104.0,4,4,0.0,75.979769,1.0,False,12,December,2002
Adaptation.,Comedy,False,19.0,32.801173,6.0,7.3,11.624481,114.0,25,18,2885.120203,22.863596,1.0,True,11,December,2002
Equilibrium,Action,False,20.0,5.359645,2.0,6.9,12.671637,107.0,19,81,367.493709,0.0,2.0829451489198316,True,11,December,2002
Maid in Manhattan,Comedy,False,55.0,154.906693,1.0,5.6,7.291939,105.0,18,82,1754.426201,60.271062,1.0,True,15,December,2002
Drumline,Drama,False,20.0,57.588485,1.0,6.2,5.270187,118.0,15,9,176.71824700000002,3.0908620000000013,1.587612890688259,True,8,December,2002
Star Trek: Nemesis,Science Fiction,True,60.0,67.312826,1.0,6.1,11.367801,117.0,18,19,1829.606237,224.336621,3.1754114683631727,True,16,December,2002
About Schmidt,Drama,False,30.0,105.834556,2.0,6.7,11.066473,125.0,14,25,1824.384071,0.15315499999999815,2.4795810294224823,True,12,December,2002
Gangs of New York,Drama,False,100.0,193.772504,3.0,7.1,14.922399,167.0,30,38,4548.705564,509.05041200000005,3.540960969675177,True,14,December,2002
Dark Blue,Action,False,15.0,9.23747,6.0,6.5,4.9840800000000005,118.0,17,22,949.603093,224.069123,4.420056670615417,True,8,December,2002
25th Hour,Crime,False,15.0,13.060842999999998,2.0,7.2,10.271871,135.0,18,27,824.936455,179.412041,1.2018817843137255,True,8,December,2002
The Lord of the Rings: The Two Towers,Adventure,True,79.0,926.2874,3.0,8.0,29.423537,179.0,34,36,2778.064808,904.0193380000002,6.826614997948662,True,30,December,2002
Hero,Drama,False,31.0,177.394432,2.0,7.3,9.861765,99.0,27,19,389.986272,0.24009300000000167,1.0,False,4,December,2002
Two Weeks Notice,Comedy,False,60.0,93.354918,4.0,5.9,7.738531,101.0,26,7,2866.3986,0.0,1.7499002167272728,True,14,December,2002
Antwone Fisher,Drama,False,12.5,23.367586,2.0,6.7,10.944654,120.0,10,9,0.0,0.0,1.1506859433640053,True,13,December,2002
Catch Me If You Can,Drama,False,52.0,352.114312,3.0,7.7,19.833077,141.0,123,103,7367.868425000001,6002.713195,1.0,True,15,December,2002
Pinocchio,Comedy,False,40.0,41.323171,3.0,5.6,6.463613,108.0,6,12,643.218837,229.39999999999998,3.37235592553344,False,9,December,2002
Chicago,Action,False,45.0,306.776732,3.0,6.9,13.325347,113.0,20,13,1502.802013,0.0,3.2779238792966843,True,7,December,2002
The Hours,Drama,False,25.0,41.59783,3.0,7.0,14.686487,114.0,19,18,2592.391061,109.99999999999999,3.1384143628870373,True,8,December,2002
Confessions of a Dangerous Mind,Comedy,False,30.0,33.013805,3.0,6.6,11.331072,113.0,26,16,4262.25861,0.0,3.431676984474172,True,27,December,2002
Oldboy,Drama,True,3.0,14.980004999999998,2.0,8.0,10.616859,120.0,13,16,0.0,1.954937000000001,1.0,False,6,January,2003
The Mother,Drama,False,2.5,1.062253,,6.3,3.551063,112.0,10,1,3.2517939999999994,458.825442,1.0,True,9,January,2003
Just Married,Comedy,False,18.0,101.564935,3.0,5.3,6.001151999999999,95.0,10,30,388.20081500000003,52.970014000000006,3.504265832079702,True,11,January,2003
A Guy Thing,Comedy,False,20.0,17.432163,2.0,5.3,4.444724,101.0,16,11,300.43495399999995,0.0,1.751028118206066,True,9,January,2003
Taxi 3,Action,True,14.5,65.497208,1.0,5.5,5.892859,82.0,33,7,182.983254,60.726164,1.0,False,5,January,2003
Whale Rider,Drama,False,8.0,41.4,1.0,7.1,11.040186,101.0,12,9,0.0,0.0,1.0,True,10,January,2003
Final Destination 2,Horror,True,26.0,90.426405,2.0,5.9,12.638573,90.0,31,88,66.981227,32.709423,2.493288945701663,True,17,January,2003
Biker Boyz,Action,False,24.0,23.510601,1.0,5.0,11.269558,110.0,8,24,760.3716750000001,0.0,1.0,True,9,January,2003
Shanghai Knights,Action,True,50.0,88.323487,5.0,6.0,7.469778,115.0,47,15,1179.82343,0.0,2.202965882882883,True,15,February,2003
The Jungle Book 2,Family,True,20.0,135.68,4.0,5.6,10.605851,72.0,9,10,1931.149905,0.0,2.7706638460489477,True,14,February,2003
How to Lose a Guy in 10 Days,Comedy,False,50.0,177.371441,1.0,6.3,5.188107,116.0,22,11,773.936284,260.20923,3.1336977980310174,True,21,February,2003
"Good bye, Lenin!",Comedy,False,4.8,79.38488000000002,3.0,7.4,10.605595,121.0,16,39,0.0,0.0,1.0,False,14,February,2003
Daredevil,Fantasy,False,78.0,179.17971799999995,5.0,5.0,11.415558,103.0,73,196,2372.119291,18.25341499999999,3.5137694643042643,True,9,February,2003
Gods and Generals,Drama,False,56.0,12.923936,3.0,6.1,5.3745629999999975,214.0,21,72,1592.9115160000001,25.0,0.4441675607476636,True,15,February,2003
The Life of David Gale,Drama,False,50.0,38.955598,5.0,7.3,9.930326,130.0,125,52,3638.375926,280.78386,1.0,True,18,February,2003
Old School,Comedy,False,24.0,87.05534899999998,2.0,6.6,16.195894,91.0,14,12,533.895978,119.754278,2.8468523760233917,True,9,February,2003
Cradle 2 the Grave,Action,False,25.0,56.489558,2.0,5.8,8.364587,101.0,9,9,749.268641,170.995359,2.465874547657512,True,15,February,2003
Tears of the Sun,Action,False,70.0,85.632458,4.0,6.4,10.614987,121.0,31,138,3781.945765,124.08116199999999,1.992288152166878,True,13,March,2003
Bringing Down the House,Comedy,False,20.0,132.675402,2.0,5.4,5.762343,105.0,59,10,1259.478412,135.95559799999998,1.0,True,20,March,2003
The Hunted,Drama,False,55.0,34.234008,2.0,6.0,7.481524,94.0,5,53,3658.952404,610.4577859999999,0.5233646381322957,True,9,March,2003
Agent Cody Banks,Action,True,28.0,58.795814,5.0,5.0,10.445141,102.0,21,50,52.970014,0.0,1.0,True,14,March,2003
Levity,Crime,False,7.5,0.209151,4.0,5.9,2.400607,100.0,6,5,2828.245732,0.0,9.085573416666668,True,6,March,2003
Dreamcatcher,Drama,False,68.0,75.715436,5.0,5.2,7.694847,136.0,16,88,2008.1204910000001,49.110838,1.74178934912892,True,12,March,2003
The Core,Action,False,60.0,74.208267,6.0,5.5,11.664861,136.0,54,222,853.5697700000001,366.288143,3.1369252237099174,True,7,March,2003
A Man Apart,Action,False,36.0,44.350926,4.0,5.8,17.714247,109.0,15,17,1110.225998,114.354485,2.480799448354778,True,9,April,2003
Johnny English,Adventure,True,40.0,160.58301799999995,2.0,6.0,8.739991,88.0,17,11,741.0289150000001,76.19561000000002,3.3287820100568126,True,13,April,2003
Ghosts of the Abyss,Documentary,False,13.0,17.040871,3.0,7.1,4.835446,92.0,10,50,1209.4896800000001,3095.604352,2.7866011254000265,True,16,April,2003
House of 1000 Corpses,Horror,True,7.0,16.829545,2.0,6.0,11.00913,89.0,27,88,0.0,0.0,1.4613329999999998,True,18,April,2003
House of the Dead,Horror,True,7.0,13.818181,4.0,2.8,5.701278,90.0,17,97,0.0,0.0,1.0,True,14,April,2003
Anger Management,Comedy,False,75.0,195.745823,3.0,5.9,9.409379,106.0,26,11,2367.1213660000003,207.089216,1.9752624491199775,True,15,April,2003
A Mighty Wind,Comedy,False,6.0,18.750246,1.0,6.6,4.672036,91.0,20,11,65.30705699999999,0.11746300000000076,1.8783816067415733,True,11,April,2003
Basic,Action,False,50.0,42.792561,2.0,6.2,14.327717000000002,98.0,17,58,4543.614269,1127.607739,0.9595025444444443,True,5,April,2003
X2,Adventure,True,110.0,407.7115490000001,6.0,6.8,0.913096,133.0,31,28,3666.155202,319.6810949999999,3.490780589554754,True,2,April,2003
Identity,Mystery,False,30.0,90.259536,2.0,7.1,17.955897,90.0,22,28,822.02525,44.862187000000006,2.4945550312499996,True,8,April,2003
The Lizzie McGuire Movie,Family,False,17.0,55.534455,2.0,5.8,6.730857,94.0,24,8,58.795814,2.0495950000000036,2.761488485288672,True,21,April,2003
Under the Tuscan Sun,Romance,False,18.0,58.878723,4.0,6.4,8.508008,113.0,18,20,765.853793,0.6142019999999988,1.0,True,17,April,2003
Daddy Day Care,Comedy,True,60.0,164.433867,3.0,5.6,6.504927,92.0,52,32,3572.74808,235.93167200000002,1.9899697924053463,True,12,May,2003
Down with Love,Action,False,35.0,20.298207,5.0,6.1,9.392508,101.0,42,20,2994.352431,90.449929,1.6325251016949152,True,12,May,2003
Cowboys & Angels,Comedy,False,2.0,0.0337,1.0,5.9,1.188935,89.0,3,1,0.0,0.0,0.1042253875157101,False,14,May,2003
The Matrix Reloaded,Adventure,True,150.0,738.599701,5.0,6.7,16.229317,138.0,74,23,2484.3228449999997,0.0,1.7076811352785144,True,17,May,2003
Swimming Pool,Thriller,False,7.8,22.441323,6.0,6.5,14.481103,102.0,10,14,333.87303299999996,0.0,0.5093309748594037,True,12,May,2003
Elephant,Drama,False,3.0,10.012022,2.0,7.0,6.447312,81.0,16,4,0.0,369.138195,0.7858135454545454,True,8,May,2003
Dogville,Crime,True,10.0,16.680836,19.0,7.6,9.808595,178.0,31,49,887.956,43.842412,0.002894000000000574,False,8,May,2003
The Barbarian Invasions,Comedy,False,8.0,3.432342,9.0,6.7,4.125182,99.0,39,29,0.0,0.0,1.0,False,21,May,2003
Bruce Almighty,Fantasy,True,80.0,484.572835,4.0,6.4,15.947524,101.0,11,124,2725.045268,793.312658,3.3339810373369714,True,13,May,2003
